#TYPE System.Management.Automation.PSCustomObject
"index","type","ip","name","status","time","rtt","count","downtime"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:26:38","","104","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:26:38","","104","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:26:39","","72","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:26:39","","72","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:26:40","","72","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:26:50","","105","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:26:50","","105","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:26:51","","73","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:26:51","","73","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:26:52","","73","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:27:02","","106","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:27:02","","106","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:27:03","","74","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:27:03","","74","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:27:04","","74","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:27:14","","107","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:27:14","","107","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:27:15","","75","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:27:15","","75","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:27:16","","75","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:27:26","","108","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:27:26","","108","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:27:27","","76","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:27:27","","76","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:27:28","","76","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:27:38","","109","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:27:38","","109","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:27:39","","77","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:27:39","","77","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:27:40","","77","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:27:50","","110","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:27:50","","110","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:27:51","","78","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:27:51","","78","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:27:52","","78","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:28:02","","111","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:28:02","","111","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:28:03","","79","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:28:03","","79","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:28:04","","79","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:28:14","","112","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:28:14","","112","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:28:15","","80","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:28:15","","80","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:28:16","","80","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:28:26","","113","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:28:26","","113","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:28:27","","81","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:28:27","","81","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:28:28","","81","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:28:38","","114","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:28:38","","114","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:28:39","","82","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:28:39","","82","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:28:40","","82","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:28:50","","115","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:28:50","","115","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:28:51","","83","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:28:51","","83","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:28:52","","83","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:29:02","","116","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:29:02","","116","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:29:03","","84","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:29:03","","84","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:29:04","","84","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:29:14","","117","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:29:14","","117","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:29:15","","85","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:29:15","","85","2025-07-17 15:13:13"
"12","icmp","1.1.1.1","4 - SSW12 - Router","30","2025-07-17 15:29:16","","1",""
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:29:16","","85","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:29:27","","118","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:29:27","","118","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:29:27","","86","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:29:28","","86","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:29:28","","86","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:29:39","","119","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:29:39","","119","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:29:39","","87","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:29:40","","87","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:29:40","","87","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:29:51","","120","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:29:51","","120","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:29:51","","88","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:29:52","","88","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:29:52","","88","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:30:03","","121","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:30:03","","121","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:30:03","","89","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:30:04","","89","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:30:04","","89","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:30:15","","122","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:30:15","","122","2025-07-17 15:06:55"
"6","icmp","192.168.11.13","OLA Server Master - Arena","40","2025-07-17 15:30:15","","90","2025-07-17 15:13:13"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:30:16","","90","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:30:16","","90","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:30:27","","123","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:30:27","","123","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:30:27","","91","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:30:28","","91","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:30:38","","124","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:30:38","","124","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:30:39","","92","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:30:39","","92","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:30:50","","125","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:30:50","","125","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:30:50","","93","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:30:51","","93","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:31:01","","126","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:31:01","","126","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:31:02","","94","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:31:02","","94","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:31:13","","127","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:31:13","","127","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:31:13","","95","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:31:14","","95","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:31:24","","128","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:31:24","","128","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:31:25","","96","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:31:25","","96","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:31:36","","129","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:31:36","","129","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:31:36","","97","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:31:37","","97","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:31:47","","130","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:31:47","","130","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:31:48","","98","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:31:48","","98","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:31:59","","131","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:31:59","","131","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:31:59","","99","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:32:00","","99","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:32:10","","132","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:32:10","","132","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:32:11","","100","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:32:11","","100","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:32:22","","133","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:32:22","","133","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:32:22","","101","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:32:23","","101","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:32:33","","134","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:32:33","","134","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:32:34","","102","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:32:34","","102","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:32:45","","135","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:32:45","","135","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:32:45","","103","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:32:46","","103","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:32:56","","136","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:32:56","","136","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:32:57","","104","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:32:57","","104","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:33:08","","137","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:33:08","","137","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:33:08","","105","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:33:09","","105","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:33:19","","138","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:33:19","","138","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:33:20","","106","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:33:20","","106","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:33:31","","139","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:33:31","","139","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:33:31","","107","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:33:32","","107","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:33:42","","140","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:33:42","","140","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:33:43","","108","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:33:43","","108","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:33:54","","141","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:33:54","","141","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:33:54","","109","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:33:55","","109","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:34:05","","142","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:34:05","","142","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:34:06","","110","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:34:06","","110","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:34:17","","143","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:34:17","","143","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:34:17","","111","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:34:18","","111","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:34:28","","144","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:34:28","","144","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:34:29","","112","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:34:29","","112","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:34:40","","145","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:34:40","","145","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:34:40","","113","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:34:41","","113","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:34:51","","146","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:34:51","","146","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:34:52","","114","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:34:52","","114","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:35:03","","147","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:35:03","","147","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:35:03","","115","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:35:04","","115","2025-07-17 15:13:14"
"1","OLA","IP: 212.247.217.152 - AS1257 Tele2 Sverige AB","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:35:14","","148","2025-07-17 15:06:55"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:35:14","","148","2025-07-17 15:06:55"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:35:15","","116","2025-07-17 15:13:13"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:35:15","","116","2025-07-17 15:13:14"
"1","OLA","IP:  - ","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:35:30","","1",""
"1","OLA","IP:  - ","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:35:42","","2",""
"1","OLA","IP:  - ","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:35:53","","3",""
"1","OLA","IP:  - ","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:36:05","","4",""
"1","OLA","IP:  - ","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:36:16","","5","2025-07-17 15:36:16"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:36:17","","5","2025-07-17 15:36:17"
"11","icmp","10.0.0.1","3 - SSW11 - AP","40","2025-07-17 15:36:17","","5","2025-07-17 15:36:17"
"13","icmp","10.20.10.12","SSW02 - Switch Verifiering 1","40","2025-07-17 15:36:18","","5","2025-07-17 15:36:18"
"1","OLA","IP:  - ","C-ORT - OLA Server 2 - OL","40","2025-07-17 15:36:28","","6","2025-07-17 15:36:16"
"2","icmp","10.20.10.21","SSW11 - KIOSK 1","40","2025-07-17 15:36:28","","6","2025-07-17 15:36:17"
